stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers,buyers_detail,sellers_detail
MPMX,"1. NI: 3,552 lot (361.80M) [Bandar] | Avg Buy: 1,019
2. AK: 2,929 lot (298.76M) [Bandar] | Avg Buy: 1,020
3. ZP: 2,181 lot (222.14M) [Bandar] | Avg Buy: 1,019
4. IF: 2,025 lot (205.54M) [Mix] | Avg Buy: 1,015
5. GR: 1,272 lot (129.24M) [Bandar] | Avg Buy: 1,016","1. CC: 3,575 lot (363.06M) [Mix] | Avg Sell: 1,016
2. YP: 3,120 lot (319.54M) [Mix] | Avg Buy: 1,014 | Avg Sell: 1,020
3. XL: 2,417 lot (246.72M) [Retail] | Avg Buy: 1,013 | Avg Sell: 1,018
4. AG: 2,090 lot (211.49M) [Bandar] | Avg Sell: 1,012
5. OD: 1,408 lot (142.53M) [Bandar] | Avg Sell: 1,012",-651,"Buyer: Bandar 83%, Seller: Mix 53% | Avg Buy Price: 1,018 | Avg Sell Price: 1,016",1017.8,,1013.5,1015.6,"[{'broker': 'NI', 'net_lot': 3552, 'net_value': 361803500, 'avg_buy_price': 1019, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 2929, 'net_value': 298758000, 'avg_buy_price': 1020, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 2181, 'net_value': 222141500, 'avg_buy_price': 1019, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'IF', 'net_lot': 2025, 'net_value': 205537500, 'avg_buy_price': 1015, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'GR', 'net_lot': 1272, 'net_value': 129243000, 'avg_buy_price': 1016, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'CC', 'net_lot': 3575, 'net_value': 363057500, 'avg_buy_price': None, 'avg_sell_price': 1016, 'category': 'Mix'}, {'broker': 'YP', 'net_lot': 3120, 'net_value': 319543800, 'avg_buy_price': 1014, 'avg_sell_price': 1020, 'category': 'Mix'}, {'broker': 'XL', 'net_lot': 2417, 'net_value': 246715100, 'avg_buy_price': 1013, 'avg_sell_price': 1018, 'category': 'Retail'}, {'broker': 'AG', 'net_lot': 2090, 'net_value': 211485000, 'avg_buy_price': None, 'avg_sell_price': 1012, 'category': 'Bandar'}, {'broker': 'OD', 'net_lot': 1408, 'net_value': 142534400, 'avg_buy_price': None, 'avg_sell_price': 1012, 'category': 'Bandar'}]"
PGAS,"1. YU: 89,285 lot (19.58B) [Bandar] | Avg Buy: 2,193
2. AK: 78,185 lot (17.31B) [Bandar] | Avg Buy: 2,214
3. RX: 63,293 lot (13.93B) [Bandar] | Avg Buy: 2,201
4. GR: 40,447 lot (8.89B) [Bandar] | Avg Buy: 2,198 | Avg Sell: 2,214
5. AZ: 26,951 lot (5.92B) [Retail] | Avg Buy: 2,196","1. CC: 92,440 lot (20.32B) [Mix] | Avg Sell: 2,198
2. BK: 62,039 lot (13.65B) [Bandar] | Avg Sell: 2,200
3. BB: 29,479 lot (6.49B) [Mix] | Avg Sell: 2,201
4. DP: 24,853 lot (5.50B) [Bandar] | Avg Sell: 2,212
5. SQ: 22,282 lot (4.89B) [Bandar] | Avg Sell: 2,195",67068,"Buyer: Bandar 91%, Seller: Mix 53% | Avg Buy Price: 2,200 | Avg Sell Price: 2,201",2200.4,2214.0,,2201.2,"[{'broker': 'YU', 'net_lot': 89285, 'net_value': 19581344300, 'avg_buy_price': 2193, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 78185, 'net_value': 17307000600, 'avg_buy_price': 2214, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'RX', 'net_lot': 63293, 'net_value': 13932493600, 'avg_buy_price': 2201, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'GR', 'net_lot': 40447, 'net_value': 8888140200, 'avg_buy_price': 2198, 'avg_sell_price': 2214, 'category': 'Bandar'}, {'broker': 'AZ', 'net_lot': 26951, 'net_value': 5917482500, 'avg_buy_price': 2196, 'avg_sell_price': None, 'category': 'Retail'}]","[{'broker': 'CC', 'net_lot': 92440, 'net_value': 20317843200, 'avg_buy_price': None, 'avg_sell_price': 2198, 'category': 'Mix'}, {'broker': 'BK', 'net_lot': 62039, 'net_value': 13647310700, 'avg_buy_price': None, 'avg_sell_price': 2200, 'category': 'Bandar'}, {'broker': 'BB', 'net_lot': 29479, 'net_value': 6487179100, 'avg_buy_price': None, 'avg_sell_price': 2201, 'category': 'Mix'}, {'broker': 'DP', 'net_lot': 24853, 'net_value': 5497483600, 'avg_buy_price': None, 'avg_sell_price': 2212, 'category': 'Bandar'}, {'broker': 'SQ', 'net_lot': 22282, 'net_value': 4890468800, 'avg_buy_price': None, 'avg_sell_price': 2195, 'category': 'Bandar'}]"
PKPK,"1. EP: 8,171 lot (1.71B) [Mix] | Avg Buy: 2,091
2. PG: 2,473 lot (491.88M) [Mix] | Avg Buy: 1,989
3. AZ: 1,486 lot (299.83M) [Retail] | Avg Buy: 2,020 | Avg Sell: 2,089
4. GR: 1,052 lot (236.48M) [Bandar] | Avg Buy: 2,131 | Avg Sell: 2,074
5. HP: 982 lot (209.47M) [Bandar] | Avg Buy: 2,133","1. SQ: 7,616 lot (1.56B) [Bandar] | Avg Buy: 2,100 | Avg Sell: 2,053
2. XL: 5,827 lot (1.23B) [Retail] | Avg Sell: 2,109
3. DH: 3,283 lot (652.33M) [Bandar] | Avg Sell: 1,987
4. RF: 1,300 lot (281.06M) [Bandar] | Avg Sell: 2,162
5. XA: 1,042 lot (221.91M) [Bandar] | Avg Sell: 2,130",-4904,"Buyer: Mix 75%, Seller: Bandar 69% | Avg Buy Price: 2,073 | Avg Sell Price: 2,088",2072.8,2081.5,2100.0,2088.2,"[{'broker': 'EP', 'net_lot': 8171, 'net_value': 1708556100, 'avg_buy_price': 2091, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'PG', 'net_lot': 2473, 'net_value': 491879700, 'avg_buy_price': 1989, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'AZ', 'net_lot': 1486, 'net_value': 299827000, 'avg_buy_price': 2020, 'avg_sell_price': 2089, 'category': 'Retail'}, {'broker': 'GR', 'net_lot': 1052, 'net_value': 236476100, 'avg_buy_price': 2131, 'avg_sell_price': 2074, 'category': 'Bandar'}, {'broker': 'HP', 'net_lot': 982, 'net_value': 209468400, 'avg_buy_price': 2133, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'SQ', 'net_lot': 7616, 'net_value': 1555842700, 'avg_buy_price': 2100, 'avg_sell_price': 2053, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 5827, 'net_value': 1228914300, 'avg_buy_price': None, 'avg_sell_price': 2109, 'category': 'Retail'}, {'broker': 'DH', 'net_lot': 3283, 'net_value': 652332100, 'avg_buy_price': None, 'avg_sell_price': 1987, 'category': 'Bandar'}, {'broker': 'RF', 'net_lot': 1300, 'net_value': 281060000, 'avg_buy_price': None, 'avg_sell_price': 2162, 'category': 'Bandar'}, {'broker': 'XA', 'net_lot': 1042, 'net_value': 221909400, 'avg_buy_price': None, 'avg_sell_price': 2130, 'category': 'Bandar'}]"
SMAR,"1. BB: 1,393 lot (766.85M) [Mix] | Avg Buy: 5,505
2. CC: 598 lot (329.30M) [Mix] | Avg Buy: 5,507
3. AZ: 535 lot (303.77M) [Retail] | Avg Buy: 5,678
4. AT: 368 lot (211.67M) [Bandar] | Avg Buy: 5,752
5. OK: 245 lot (136.76M) [Retail] | Avg Buy: 5,582","1. PD: 1,440 lot (799.20M) [Mix] | Avg Sell: 5,550
2. XL: 810 lot (452.97M) [Retail] | Avg Sell: 5,592
3. YP: 335 lot (186.26M) [Mix] | Avg Sell: 5,560
4. OD: 223 lot (126.64M) [Bandar] | Avg Sell: 5,679
5. SQ: 200 lot (112.44M) [Bandar] | Avg Buy: 5,427 | Avg Sell: 5,589",131,"Buyer: Mix 63%, Seller: Mix 59% | Avg Buy Price: 5,605 | Avg Sell Price: 5,594",5604.8,,5427.0,5594.0,"[{'broker': 'BB', 'net_lot': 1393, 'net_value': 766853900, 'avg_buy_price': 5505, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'CC', 'net_lot': 598, 'net_value': 329297800, 'avg_buy_price': 5507, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'AZ', 'net_lot': 535, 'net_value': 303773000, 'avg_buy_price': 5678, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'AT', 'net_lot': 368, 'net_value': 211673600, 'avg_buy_price': 5752, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'OK', 'net_lot': 245, 'net_value': 136759000, 'avg_buy_price': 5582, 'avg_sell_price': None, 'category': 'Retail'}]","[{'broker': 'PD', 'net_lot': 1440, 'net_value': 799200000, 'avg_buy_price': None, 'avg_sell_price': 5550, 'category': 'Mix'}, {'broker': 'XL', 'net_lot': 810, 'net_value': 452971000, 'avg_buy_price': None, 'avg_sell_price': 5592, 'category': 'Retail'}, {'broker': 'YP', 'net_lot': 335, 'net_value': 186263500, 'avg_buy_price': None, 'avg_sell_price': 5560, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 223, 'net_value': 126641700, 'avg_buy_price': None, 'avg_sell_price': 5679, 'category': 'Bandar'}, {'broker': 'SQ', 'net_lot': 200, 'net_value': 112444200, 'avg_buy_price': 5427, 'avg_sell_price': 5589, 'category': 'Bandar'}]"
ULTJ,"1. YP: 22,888 lot (3.46B) [Mix] | Avg Buy: 1,513
2. ZP: 11,246 lot (1.72B) [Bandar] | Avg Buy: 1,530
3. LG: 8,162 lot (1.24B) [Bandar] | Avg Buy: 1,518
4. AI: 4,003 lot (608.46M) [Bandar] | Avg Buy: 1,520
5. KZ: 3,737 lot (567.42M) [Mix] | Avg Buy: 1,518","1. AK: 38,135 lot (5.78B) [Bandar] | Avg Sell: 1,515
2. CC: 13,575 lot (2.07B) [Mix] | Avg Sell: 1,523
3. BK: 4,307 lot (656.39M) [Bandar] | Avg Sell: 1,524
4. YU: 2,158 lot (328.45M) [Bandar] | Avg Sell: 1,522
5. RX: 1,463 lot (221.94M) [Bandar] | Avg Sell: 1,517",-9602,"Buyer: Mix 53%, Seller: Bandar 77% | Avg Buy Price: 1,520 | Avg Sell Price: 1,520",1519.8,,,1520.2,"[{'broker': 'YP', 'net_lot': 22888, 'net_value': 3462192800, 'avg_buy_price': 1513, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'ZP', 'net_lot': 11246, 'net_value': 1721126900, 'avg_buy_price': 1530, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'LG', 'net_lot': 8162, 'net_value': 1239221500, 'avg_buy_price': 1518, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AI', 'net_lot': 4003, 'net_value': 608456000, 'avg_buy_price': 1520, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'KZ', 'net_lot': 3737, 'net_value': 567424000, 'avg_buy_price': 1518, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'AK', 'net_lot': 38135, 'net_value': 5778660300, 'avg_buy_price': None, 'avg_sell_price': 1515, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 13575, 'net_value': 2066892000, 'avg_buy_price': None, 'avg_sell_price': 1523, 'category': 'Mix'}, {'broker': 'BK', 'net_lot': 4307, 'net_value': 656386800, 'avg_buy_price': None, 'avg_sell_price': 1524, 'category': 'Bandar'}, {'broker': 'YU', 'net_lot': 2158, 'net_value': 328447600, 'avg_buy_price': None, 'avg_sell_price': 1522, 'category': 'Bandar'}, {'broker': 'RX', 'net_lot': 1463, 'net_value': 221937100, 'avg_buy_price': None, 'avg_sell_price': 1517, 'category': 'Bandar'}]"
WIIM,"1. AI: 9,919 lot (1.97B) [Bandar] | Avg Buy: 1,982
2. RX: 7,470 lot (1.49B) [Bandar] | Avg Buy: 1,996
3. XL: 7,288 lot (1.44B) [Retail] | Avg Buy: 1,969
4. CD: 6,064 lot (1.20B) [Bandar] | Avg Buy: 1,985
5. DR: 5,786 lot (1.14B) [Retail] | Avg Buy: 1,978","1. CP: 18,196 lot (3.67B) [Mix] | Avg Buy: 1,939 | Avg Sell: 2,013
2. AK: 15,089 lot (3.04B) [Bandar] | Avg Buy: 1,935 | Avg Sell: 2,011
3. BK: 9,796 lot (1.96B) [Bandar] | Avg Sell: 2,005
4. SQ: 7,658 lot (1.54B) [Bandar] | Avg Sell: 2,005
5. PD: 7,559 lot (1.39B) [Mix] | Avg Buy: 2,020 | Avg Sell: 1,926",-21771,"Buyer: Bandar 64%, Seller: Bandar 56% | Avg Buy Price: 1,982 | Avg Sell Price: 1,992",1982.0,,1964.6666666666667,1992.0,"[{'broker': 'AI', 'net_lot': 9919, 'net_value': 1966190100, 'avg_buy_price': 1982, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'RX', 'net_lot': 7470, 'net_value': 1491012000, 'avg_buy_price': 1996, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 7288, 'net_value': 1435020200, 'avg_buy_price': 1969, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'CD', 'net_lot': 6064, 'net_value': 1203548800, 'avg_buy_price': 1985, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'DR', 'net_lot': 5786, 'net_value': 1144578000, 'avg_buy_price': 1978, 'avg_sell_price': None, 'category': 'Retail'}]","[{'broker': 'CP', 'net_lot': 18196, 'net_value': 3671283400, 'avg_buy_price': 1939, 'avg_sell_price': 2013, 'category': 'Mix'}, {'broker': 'AK', 'net_lot': 15089, 'net_value': 3036525900, 'avg_buy_price': 1935, 'avg_sell_price': 2011, 'category': 'Bandar'}, {'broker': 'BK', 'net_lot': 9796, 'net_value': 1963686400, 'avg_buy_price': None, 'avg_sell_price': 2005, 'category': 'Bandar'}, {'broker': 'SQ', 'net_lot': 7658, 'net_value': 1535501800, 'avg_buy_price': None, 'avg_sell_price': 2005, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 7559, 'net_value': 1389781400, 'avg_buy_price': 2020, 'avg_sell_price': 1926, 'category': 'Mix'}]"
BHAT,"1. FS: 6,125 lot (935.20M) [Bandar] | Avg Buy: 1,527
2. OD: 280 lot (43.06M) [Bandar] | Avg Buy: 1,538","1. CC: 6,224 lot (953.30M) [Mix] | Avg Sell: 1,532
2. ZP: 189 lot (28.81M) [Bandar] | Avg Sell: 1,524
3. BK: 52 lot (7.68M) [Bandar] | Avg Sell: 1,476
4. NI: 42 lot (6.17M) [Bandar] | Avg Sell: 1,470",-102,"Buyer: Bandar 100%, Seller: Mix 96% | Avg Buy Price: 1,532 | Avg Sell Price: 1,500",1532.5,,,1500.5,"[{'broker': 'FS', 'net_lot': 6125, 'net_value': 935198200, 'avg_buy_price': 1527, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'OD', 'net_lot': 280, 'net_value': 43064000, 'avg_buy_price': 1538, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'CC', 'net_lot': 6224, 'net_value': 953301000, 'avg_buy_price': None, 'avg_sell_price': 1532, 'category': 'Mix'}, {'broker': 'ZP', 'net_lot': 189, 'net_value': 28805400, 'avg_buy_price': None, 'avg_sell_price': 1524, 'category': 'Bandar'}, {'broker': 'BK', 'net_lot': 52, 'net_value': 7675200, 'avg_buy_price': None, 'avg_sell_price': 1476, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 42, 'net_value': 6174000, 'avg_buy_price': None, 'avg_sell_price': 1470, 'category': 'Bandar'}]"
CASH,"1. YP: 9,204 lot (148.40M) [Mix] | Avg Buy: 161
2. SQ: 8,698 lot (145.62M) [Bandar] | Avg Buy: 167
3. CC: 7,111 lot (103.69M) [Mix] | Avg Buy: 153 | Avg Sell: 172
4. KK: 4,618 lot (75.54M) [Bandar] | Avg Buy: 164
5. PD: 3,681 lot (61.47M) [Mix] | Avg Buy: 167","1. AO: 9,900 lot (164.34M) [Bandar] | Avg Sell: 166
2. IN: 8,286 lot (124.91M) [Bandar] | Avg Buy: 168 | Avg Sell: 151
3. CP: 5,999 lot (101.98M) [Mix] | Avg Sell: 170
4. MG: 5,797 lot (99.71M) [Mix] | Avg Sell: 172
5. XA: 5,699 lot (93.01M) [Bandar] | Avg Sell: 163",-2369,"Buyer: Mix 60%, Seller: Bandar 67% | Avg Buy Price: 162 | Avg Sell Price: 164",162.4,172.0,168.0,164.4,"[{'broker': 'YP', 'net_lot': 9204, 'net_value': 148396700, 'avg_buy_price': 161, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'SQ', 'net_lot': 8698, 'net_value': 145618000, 'avg_buy_price': 167, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 7111, 'net_value': 103691100, 'avg_buy_price': 153, 'avg_sell_price': 172, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 4618, 'net_value': 75537000, 'avg_buy_price': 164, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 3681, 'net_value': 61472700, 'avg_buy_price': 167, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'AO', 'net_lot': 9900, 'net_value': 164340000, 'avg_buy_price': None, 'avg_sell_price': 166, 'category': 'Bandar'}, {'broker': 'IN', 'net_lot': 8286, 'net_value': 124914600, 'avg_buy_price': 168, 'avg_sell_price': 151, 'category': 'Bandar'}, {'broker': 'CP', 'net_lot': 5999, 'net_value': 101983000, 'avg_buy_price': None, 'avg_sell_price': 170, 'category': 'Mix'}, {'broker': 'MG', 'net_lot': 5797, 'net_value': 99708400, 'avg_buy_price': None, 'avg_sell_price': 172, 'category': 'Mix'}, {'broker': 'XA', 'net_lot': 5699, 'net_value': 93013400, 'avg_buy_price': None, 'avg_sell_price': 163, 'category': 'Bandar'}]"
SOHO,"1. CC: 1,577 lot (515.36M) [Mix] | Avg Buy: 3,268
2. KK: 1,122 lot (388.78M) [Bandar] | Avg Buy: 3,401 | Avg Sell: 2,682
3. XL: 1,171 lot (363.17M) [Retail] | Avg Buy: 3,101
4. LG: 382 lot (115.19M) [Bandar] | Avg Buy: 3,015
5. OD: 201 lot (56.55M) [Bandar] | Avg Buy: 2,814","1. CP: 1,115 lot (364.85M) [Mix] | Avg Sell: 3,272
2. XC: 1,071 lot (333.22M) [Retail] | Avg Sell: 3,111
3. YP: 892 lot (291.15M) [Mix] | Avg Sell: 3,264
4. ZP: 598 lot (199.01M) [Bandar] | Avg Sell: 3,328
5. HD: 418 lot (133.05M) [Bandar] | Avg Sell: 3,183",359,"Buyer: Bandar 38%, Seller: Mix 49% | Avg Buy Price: 3,120 | Avg Sell Price: 3,232",3119.8,2682.0,,3231.6,"[{'broker': 'CC', 'net_lot': 1577, 'net_value': 515363600, 'avg_buy_price': 3268, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 1122, 'net_value': 388782200, 'avg_buy_price': 3401, 'avg_sell_price': 2682, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 1171, 'net_value': 363170000, 'avg_buy_price': 3101, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'LG', 'net_lot': 382, 'net_value': 115191200, 'avg_buy_price': 3015, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'OD', 'net_lot': 201, 'net_value': 56552900, 'avg_buy_price': 2814, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'CP', 'net_lot': 1115, 'net_value': 364848100, 'avg_buy_price': None, 'avg_sell_price': 3272, 'category': 'Mix'}, {'broker': 'XC', 'net_lot': 1071, 'net_value': 333221600, 'avg_buy_price': None, 'avg_sell_price': 3111, 'category': 'Retail'}, {'broker': 'YP', 'net_lot': 892, 'net_value': 291148800, 'avg_buy_price': None, 'avg_sell_price': 3264, 'category': 'Mix'}, {'broker': 'ZP', 'net_lot': 598, 'net_value': 199014400, 'avg_buy_price': None, 'avg_sell_price': 3328, 'category': 'Bandar'}, {'broker': 'HD', 'net_lot': 418, 'net_value': 133049400, 'avg_buy_price': None, 'avg_sell_price': 3183, 'category': 'Bandar'}]"
EDGE,"1. XL: 474 lot (236.19M) [Retail] | Avg Buy: 4,983
2. CC: 58 lot (30.61M) [Mix] | Avg Buy: 5,185 | Avg Sell: 5,066
3. KK: 44 lot (22.41M) [Bandar] | Avg Buy: 5,093
4. PC: 1 lot (495,000) [Bandar] | Avg Buy: 4,950","1. OD: 667 lot (334.60M) [Bandar] | Avg Sell: 5,016
2. LG: 62 lot (31.02M) [Bandar] | Avg Buy: 5,000 | Avg Sell: 5,002
3. PD: 28 lot (14.94M) [Mix] | Avg Sell: 5,335
4. YP: 12 lot (4.71M) [Mix] | Avg Buy: 5,118 | Avg Sell: 4,975",-192,"Buyer: Retail 82%, Seller: Bandar 95% | Avg Buy Price: 5,053 | Avg Sell Price: 5,082",5052.75,5066.0,5059.0,5082.0,"[{'broker': 'XL', 'net_lot': 474, 'net_value': 236194200, 'avg_buy_price': 4983, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 58, 'net_value': 30608500, 'avg_buy_price': 5185, 'avg_sell_price': 5066, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 44, 'net_value': 22409200, 'avg_buy_price': 5093, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'PC', 'net_lot': 1, 'net_value': 495000, 'avg_buy_price': 4950, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'OD', 'net_lot': 667, 'net_value': 334598700, 'avg_buy_price': None, 'avg_sell_price': 5016, 'category': 'Bandar'}, {'broker': 'LG', 'net_lot': 62, 'net_value': 31017400, 'avg_buy_price': 5000, 'avg_sell_price': 5002, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 28, 'net_value': 14938000, 'avg_buy_price': None, 'avg_sell_price': 5335, 'category': 'Mix'}, {'broker': 'YP', 'net_lot': 12, 'net_value': 4711600, 'avg_buy_price': 5118, 'avg_sell_price': 4975, 'category': 'Mix'}]"
BAUT,"1. XL: 46,289 lot (250.33M) [Retail] | Avg Buy: 53 | Avg Sell: 52
2. CP: 39,808 lot (199.42M) [Mix] | Avg Buy: 52 | Avg Sell: 53
3. IF: 20,620 lot (107.22M) [Mix] | Avg Buy: 52
4. CC: 20,031 lot (104.16M) [Mix] | Avg Buy: 52 | Avg Sell: 52
5. IU: 19,999 lot (101.34M) [Bandar] | Avg Buy: 52 | Avg Sell: 54","1. YP: 82,105 lot (426.71M) [Mix] | Avg Sell: 52
2. OD: 22,164 lot (115.25M) [Bandar] | Avg Sell: 52
3. BQ: 20,048 lot (104.25M) [Bandar] | Avg Sell: 52
4. AI: 14,500 lot (75.40M) [Bandar] | Avg Sell: 52
5. KK: 14,215 lot (73.92M) [Bandar] | Avg Sell: 52",-6285,"Buyer: Mix 55%, Seller: Mix 54% | Avg Buy Price: 52 | Avg Sell Price: 52",52.2,52.75,,52.0,"[{'broker': 'XL', 'net_lot': 46289, 'net_value': 250330400, 'avg_buy_price': 53, 'avg_sell_price': 52, 'category': 'Retail'}, {'broker': 'CP', 'net_lot': 39808, 'net_value': 199422000, 'avg_buy_price': 52, 'avg_sell_price': 53, 'category': 'Mix'}, {'broker': 'IF', 'net_lot': 20620, 'net_value': 107224000, 'avg_buy_price': 52, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'CC', 'net_lot': 20031, 'net_value': 104161200, 'avg_buy_price': 52, 'avg_sell_price': 52, 'category': 'Mix'}, {'broker': 'IU', 'net_lot': 19999, 'net_value': 101336000, 'avg_buy_price': 52, 'avg_sell_price': 54, 'category': 'Bandar'}]","[{'broker': 'YP', 'net_lot': 82105, 'net_value': 426711700, 'avg_buy_price': None, 'avg_sell_price': 52, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 22164, 'net_value': 115252800, 'avg_buy_price': None, 'avg_sell_price': 52, 'category': 'Bandar'}, {'broker': 'BQ', 'net_lot': 20048, 'net_value': 104249600, 'avg_buy_price': None, 'avg_sell_price': 52, 'category': 'Bandar'}, {'broker': 'AI', 'net_lot': 14500, 'net_value': 75400000, 'avg_buy_price': None, 'avg_sell_price': 52, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 14215, 'net_value': 73918000, 'avg_buy_price': None, 'avg_sell_price': 52, 'category': 'Bandar'}]"
