stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers
LPCK,"1. XL: 6,225 lot (528.11M) [Retail] | Avg Buy: 836 | Avg Sell: 776
2. YP: 3,755 lot (292.51M) [Mix] | Avg Buy: 779
3. NI: 2,501 lot (207.33M) [Bandar] | Avg Buy: 829
4. PD: 2,233 lot (183.11M) [Mix] | Avg Buy: 820
5. KK: 2,171 lot (181.50M) [Bandar] | Avg Buy: 836","1. LG: 6,405 lot (527.61M) [Bandar] | Avg Sell: 824
2. AZ: 4,832 lot (401.82M) [Retail] | Avg Sell: 832
3. CC: 3,931 lot (321.72M) [Mix] | Avg Sell: 818
4. FS: 3,020 lot (234.12M) [Bandar] | Avg Sell: 775
5. OD: 2,111 lot (173.11M) [Bandar] | Avg Sell: 820",-3414,"Buyer: Retail 37%, Seller: Bandar 57% | Avg Buy Price: 820 | Avg Sell Price: 814",820.0,776.0,,813.8
MDKA,"1. NI: 119,909 lot (38.18B) [Bandar] | Avg Buy: 3,184
2. PD: 76,908 lot (24.91B) [Mix] | Avg Buy: 3,228 | Avg Sell: 3,169
3. AK: 67,950 lot (21.67B) [Bandar] | Avg Buy: 3,190
4. BK: 43,316 lot (13.69B) [Bandar] | Avg Buy: 3,163 | Avg Sell: 3,237
5. YU: 32,018 lot (10.25B) [Bandar] | Avg Buy: 3,201","1. XA: 67,860 lot (21.64B) [Bandar] | Avg Sell: 3,189
2. KZ: 47,722 lot (15.34B) [Mix] | Avg Sell: 3,214
3. ZP: 42,433 lot (13.49B) [Bandar] | Avg Sell: 3,179
4. XL: 41,801 lot (13.31B) [Retail] | Avg Sell: 3,184
5. CC: 36,158 lot (11.42B) [Mix] | Avg Sell: 3,160",104127,"Buyer: Bandar 77%, Seller: Bandar 47% | Avg Buy Price: 3,193 | Avg Sell Price: 3,185",3193.2,3203.0,,3185.2
MEDC,"1. ZP: 334,174 lot (52.60B) [Bandar] | Avg Buy: 1,574
2. YU: 172,545 lot (27.19B) [Bandar] | Avg Buy: 1,576
3. BK: 75,382 lot (11.88B) [Bandar] | Avg Buy: 1,576
4. DR: 63,087 lot (9.86B) [Retail] | Avg Buy: 1,564
5. XL: 54,112 lot (8.54B) [Retail] | Avg Buy: 1,579","1. SQ: 715,465 lot (112.87B) [Bandar] | Avg Sell: 1,578
2. YP: 34,286 lot (5.40B) [Mix] | Avg Sell: 1,576
3. LG: 29,976 lot (4.63B) [Bandar] | Avg Sell: 1,544
4. DP: 25,728 lot (3.96B) [Bandar] | Avg Buy: 1,588 | Avg Sell: 1,540
5. AK: 21,238 lot (3.25B) [Bandar] | Avg Buy: 1,587 | Avg Sell: 1,554",-127393,"Buyer: Bandar 83%, Seller: Bandar 96% | Avg Buy Price: 1,574 | Avg Sell Price: 1,558",1573.8,,1587.5,1558.4
MPMX,"1. CC: 1,864 lot (188.98M) [Mix] | Avg Buy: 1,014
2. PD: 1,826 lot (184.94M) [Mix] | Avg Buy: 1,013
3. AK: 1,721 lot (174.59M) [Bandar] | Avg Buy: 1,014
4. YB: 1,122 lot (113.88M) [Retail] | Avg Buy: 1,015
5. BK: 1,068 lot (107.86M) [Bandar] | Avg Buy: 1,010 | Avg Sell: 1,015","1. NI: 2,381 lot (241.46M) [Bandar] | Avg Sell: 1,014
2. YP: 1,611 lot (162.49M) [Mix] | Avg Buy: 1,014 | Avg Sell: 1,010
3. XC: 1,478 lot (149.57M) [Retail] | Avg Sell: 1,012
4. DR: 1,030 lot (104.55M) [Retail] | Avg Sell: 1,015
5. XL: 1,016 lot (103.12M) [Retail] | Avg Sell: 1,015",85,"Buyer: Mix 49%, Seller: Retail 47% | Avg Buy Price: 1,013 | Avg Sell Price: 1,013",1013.2,1015.0,1014.0,1013.2
PGAS,"1. RX: 52,254 lot (11.66B) [Bandar] | Avg Buy: 2,231
2. ZP: 33,095 lot (7.36B) [Bandar] | Avg Buy: 2,224 | Avg Sell: 2,228
3. BK: 29,492 lot (6.57B) [Bandar] | Avg Buy: 2,229
4. LG: 15,379 lot (3.44B) [Bandar] | Avg Buy: 2,238 | Avg Sell: 2,215
5. SQ: 12,301 lot (2.73B) [Bandar] | Avg Buy: 2,219","1. DH: 52,768 lot (11.82B) [Bandar] | Avg Buy: 2,229 | Avg Sell: 2,239
2. BB: 25,000 lot (5.53B) [Mix] | Avg Sell: 2,211
3. GR: 15,013 lot (3.35B) [Bandar] | Avg Sell: 2,230
4. AO: 14,200 lot (3.17B) [Bandar] | Avg Buy: 2,240 | Avg Sell: 2,230
5. OD: 10,599 lot (2.37B) [Bandar] | Avg Sell: 2,234",24941,"Buyer: Bandar 100%, Seller: Bandar 79% | Avg Buy Price: 2,228 | Avg Sell Price: 2,229",2228.2,2221.5,2234.5,2228.8
TOTL,"1. AK: 9,925 lot (1.07B) [Bandar] | Avg Buy: 1,078
2. TP: 7,000 lot (756.70M) [Bandar] | Avg Buy: 1,081
3. KK: 3,788 lot (411.76M) [Bandar] | Avg Buy: 1,087
4. GR: 3,768 lot (405.64M) [Bandar] | Avg Buy: 1,077 | Avg Sell: 1,084
5. LG: 2,518 lot (270.94M) [Bandar] | Avg Buy: 1,076","1. YU: 9,678 lot (1.05B) [Bandar] | Avg Sell: 1,081
2. CC: 6,726 lot (724.78M) [Mix] | Avg Sell: 1,078
3. XL: 2,970 lot (320.70M) [Retail] | Avg Sell: 1,080
4. NI: 2,323 lot (250.75M) [Bandar] | Avg Sell: 1,079
5. RX: 2,079 lot (224.32M) [Bandar] | Avg Sell: 1,079",3223,"Buyer: Bandar 100%, Seller: Bandar 59% | Avg Buy Price: 1,080 | Avg Sell Price: 1,079",1079.8,1084.0,,1079.4
TPMA,"1. XL: 64,428 lot (3.98B) [Retail] | Avg Buy: 617 | Avg Sell: 610
2. BK: 22,768 lot (1.41B) [Bandar] | Avg Buy: 621 | Avg Sell: 610
3. CC: 13,677 lot (844.22M) [Mix] | Avg Buy: 617
4. PD: 12,986 lot (804.90M) [Mix] | Avg Buy: 619 | Avg Sell: 613
5. EP: 2,580 lot (161.20M) [Mix] | Avg Buy: 623 | Avg Sell: 609","1. SQ: 80,208 lot (4.95B) [Bandar] | Avg Sell: 617
2. NI: 12,655 lot (786.24M) [Bandar] | Avg Sell: 621
3. YP: 9,322 lot (584.01M) [Mix] | Avg Buy: 609 | Avg Sell: 619
4. GR: 7,845 lot (482.47M) [Bandar] | Avg Sell: 615
5. AK: 2,535 lot (153.91M) [Bandar] | Avg Buy: 618 | Avg Sell: 610",3874,"Buyer: Retail 55%, Seller: Bandar 92% | Avg Buy Price: 619 | Avg Sell Price: 616",619.4,610.5,613.5,616.4
WEHA,"1. XL: 109,478 lot (1.85B) [Retail] | Avg Buy: 164 | Avg Sell: 150
2. PD: 44,484 lot (713.69M) [Mix] | Avg Buy: 160
3. XC: 14,349 lot (235.77M) [Retail] | Avg Buy: 161 | Avg Sell: 151
4. KK: 12,377 lot (196.35M) [Bandar] | Avg Buy: 159
5. OD: 10,774 lot (169.15M) [Bandar] | Avg Buy: 157","1. CP: 73,492 lot (1.27B) [Mix] | Avg Buy: 153 | Avg Sell: 171
2. YP: 19,729 lot (356.58M) [Mix] | Avg Buy: 151 | Avg Sell: 167
3. MG: 19,393 lot (314.45M) [Mix] | Avg Sell: 162
4. KI: 15,694 lot (251.10M) [Bandar] | Avg Sell: 160
5. HP: 15,255 lot (241.43M) [Bandar] | Avg Sell: 158",47899,"Buyer: Retail 65%, Seller: Mix 78% | Avg Buy Price: 160 | Avg Sell Price: 164",160.2,150.5,152.0,163.6
WIIM,"1. GR: 31,934 lot (6.33B) [Bandar] | Avg Buy: 1,983
2. LG: 14,506 lot (2.88B) [Bandar] | Avg Buy: 1,984
3. AK: 13,584 lot (2.68B) [Bandar] | Avg Buy: 1,986 | Avg Sell: 2,040
4. BK: 6,285 lot (1.25B) [Bandar] | Avg Buy: 1,987 | Avg Sell: 2,026
5. EP: 3,063 lot (621.88M) [Mix] | Avg Buy: 2,027 | Avg Sell: 1,967","1. XL: 16,812 lot (3.29B) [Retail] | Avg Buy: 2,069 | Avg Sell: 1,958
2. YP: 12,533 lot (2.50B) [Mix] | Avg Sell: 1,998
3. XC: 8,458 lot (1.69B) [Retail] | Avg Sell: 1,994
4. KK: 7,462 lot (1.48B) [Bandar] | Avg Buy: 2,063 | Avg Sell: 1,993
5. CC: 5,295 lot (1.18B) [Mix] | Avg Buy: 1,970 | Avg Sell: 2,077",18812,"Buyer: Bandar 96%, Seller: Retail 50% | Avg Buy Price: 1,993 | Avg Sell Price: 2,004",1993.4,2011.0,2034.0,2004.0
HRTA,"1. PD: 97,531 lot (25.82B) [Mix] | Avg Buy: 2,632 | Avg Sell: 2,526
2. KZ: 41,156 lot (10.47B) [Mix] | Avg Buy: 2,543
3. BK: 29,814 lot (7.54B) [Bandar] | Avg Buy: 2,528
4. BB: 28,778 lot (7.44B) [Mix] | Avg Buy: 2,584
5. YU: 12,975 lot (3.35B) [Bandar] | Avg Buy: 2,582","1. CC: 65,945 lot (16.79B) [Mix] | Avg Sell: 2,546
2. XL: 59,387 lot (15.26B) [Retail] | Avg Sell: 2,570
3. YP: 34,162 lot (8.77B) [Mix] | Avg Sell: 2,568
4. EP: 32,260 lot (8.34B) [Mix] | Avg Sell: 2,586
5. ZP: 32,457 lot (8.27B) [Bandar] | Avg Sell: 2,547",-13957,"Buyer: Mix 80%, Seller: Mix 59% | Avg Buy Price: 2,574 | Avg Sell Price: 2,563",2573.8,2526.0,,2563.4
