stock,top5_buyers,top5_sellers,net_volume,daily_summary
ABMM,"• KK | 2.2k | 607.98mio | Avg: 2.713 | Bandar
• SQ | 974 | 264.83mio | Avg: 2.719 | Bandar
• DH | 904 | 255.83mio | Avg: 2.830 | Bandar
• XL | 908 | 251.61mio | Avg: 2.771 | Retail
• AK | 816 | 222.44mio | Avg: 2.726 | Bandar","• YP | 1.5k | 414.71mio | Avg: 2.741 | Mix
• NI | 1.5k | 402.99mio | Avg: 2.646 | Bandar
• PD | 1.4k | 371.01mio | Avg: 2.730 | Mix
• GR | 837 | 222.89mio | Avg: 2.663 | Bandar
• XC | 722 | 191.33mio | Avg: 2.650 | Retail",-111,"Buyer: Bandar 84%, Seller: Mix 48%"
ACST,"• AI | 17.5k | 208.40mio | Avg: 119 | Bandar
• II | 10.0k | 120.00mio | Avg: 120 | Mix
• YP | 8.9k | 110.76mio | Avg: 125 | Mix
• EP | 8.4k | 102.23mio | Avg: 121 | Mix
• AO | 7.1k | 84.07mio | Avg: 119 | Bandar","• XL | 82.7k | 1.00bio | Avg: 121 | Retail
• KK | 6.5k | 78.38mio | Avg: 120 | Bandar
• NI | 4.5k | 54.26mio | Avg: 120 | Bandar
• CP | 3.4k | 40.10mio | Avg: 119 | Mix
• BQ | 2.9k | 35.98mio | Avg: 124 | Bandar",-48187,"Buyer: Mix 53%, Seller: Retail 83%"
AKRA,"• YP | 15.6k | 1.85bio | Avg: 1.182 | Mix
• SQ | 15.1k | 1.80bio | Avg: 1.194 | Bandar
• XL | 14.3k | 1.71bio | Avg: 1.192 | Retail
• NI | 9.8k | 1.17bio | Avg: 1.185 | Bandar
• KK | 7.8k | 915.51mio | Avg: 1.181 | Bandar","• ZP | 44.4k | 5.31bio | Avg: 1.197 | Bandar
• AK | 43.1k | 5.06bio | Avg: 1.175 | Bandar
• YB | 8.2k | 943.19mio | Avg: 1.157 | Retail
• BK | 7.6k | 908.56mio | Avg: 1.201 | Bandar
• DP | 4.8k | 564.48mio | Avg: 1.176 | Bandar",-45375,"Buyer: Bandar 52%, Seller: Bandar 92%"
ANTM,"• KZ | 253.5k | 107.50bio | Avg: 4.240 | Mix
• XL | 170.5k | 71.04bio | Avg: 4.167 | Retail
• AZ | 113.4k | 47.53bio | Avg: 4.192 | Retail
• YU | 110.5k | 46.55bio | Avg: 4.213 | Bandar
• TP | 107.2k | 46.00bio | Avg: 4.292 | Bandar","• ZP | 1.2mio | 512.74bio | Avg: 4.167 | Bandar
• AK | 196.6k | 82.86bio | Avg: 4.214 | Bandar
• EP | 76.2k | 30.49bio | Avg: 4.001 | Mix
• GR | 23.7k | 9.33bio | Avg: 3.935 | Bandar
• BK | 13.2k | 5.66bio | Avg: 4.283 | Bandar",-785205,"Buyer: Retail 38%, Seller: Bandar 95%"
ASDM,"• XL | 1.1k | 60.39mio | Avg: 551 | Retail
• DH | 311 | 16.98mio | Avg: 546 | Bandar
• PD | 190 | 11.21mio | Avg: 590 | Mix","• ZP | 1.5k | 82.00mio | Avg: 547 | Bandar
• YB | 452 | 25.22mio | Avg: 558 | Retail",-354,"Buyer: Retail 69%, Seller: Bandar 77%"
BDMN,"• YU | 10.1k | 2.48bio | Avg: 2.450 | Bandar
• KK | 1.9k | 464.63mio | Avg: 2.448 | Bandar
• XL | 1.7k | 412.00mio | Avg: 2.415 | Retail
• OD | 1.4k | 340.84mio | Avg: 2.402 | Bandar
• GR | 959 | 228.24mio | Avg: 2.380 | Bandar","• TP | 8.5k | 2.09bio | Avg: 2.450 | Bandar
• PD | 3.9k | 949.01mio | Avg: 2.444 | Mix
• ZP | 2.7k | 655.52mio | Avg: 2.410 | Bandar
• CC | 1.9k | 461.48mio | Avg: 2.425 | Mix
• BK | 1.3k | 311.47mio | Avg: 2.422 | Bandar",-2236,"Buyer: Bandar 89%, Seller: Bandar 68%"
BGTG,"• AZ | 128.7k | 1.60bio | Avg: 124 | Retail
• ZP | 102.5k | 1.28bio | Avg: 125 | Bandar
• BK | 69.7k | 850.18mio | Avg: 122 | Bandar
• CC | 40.5k | 502.63mio | Avg: 124 | Mix
• AK | 23.1k | 283.86mio | Avg: 123 | Bandar","• YP | 97.2k | 1.19bio | Avg: 122 | Mix
• PD | 71.8k | 904.58mio | Avg: 126 | Mix
• LG | 35.3k | 408.95mio | Avg: 116 | Bandar
• DR | 23.1k | 300.08mio | Avg: 130 | Retail
• NI | 16.5k | 209.83mio | Avg: 127 | Bandar",120648,"Buyer: Bandar 54%, Seller: Mix 69%"
BIPI,"• XL | 92.5k | 1.66bio | Avg: 179 | Retail
• IF | 70.6k | 1.26bio | Avg: 179 | Mix
• GR | 52.4k | 937.83mio | Avg: 179 | Bandar
• CC | 49.9k | 893.64mio | Avg: 179 | Mix
• BQ | 35.0k | 626.50mio | Avg: 179 | Bandar","• MG | 343.8k | 6.15bio | Avg: 179 | Mix
• LG | 54.5k | 974.85mio | Avg: 179 | Bandar
• BB | 15.0k | 268.50mio | Avg: 179 | Mix
• YB | 10.2k | 183.47mio | Avg: 179 | Retail
• SQ | 8.2k | 147.12mio | Avg: 179 | Bandar",-131267,"Buyer: Mix 40%, Seller: Mix 83%"
BISI,"• CC | 920 | 75.53mio | Avg: 821 | Mix
• YP | 859 | 69.24mio | Avg: 806 | Mix
• ES | 25 | 1.98mio | Avg: 790 | Mix","• XL | 1.1k | 91.98mio | Avg: 822 | Retail
• NI | 558 | 44.97mio | Avg: 806 | Bandar
• AZ | 370 | 30.97mio | Avg: 837 | Retail
• XC | 272 | 22.55mio | Avg: 829 | Retail",-515,"Buyer: Mix 100%, Seller: Retail 76%"
BKSL,"• IF | 1.7mio | 26.37bio | Avg: 152 | Mix
• MG | 544.1k | 7.62bio | Avg: 140 | Mix
• BQ | 453.0k | 6.34bio | Avg: 140 | Bandar
• NI | 321.6k | 4.60bio | Avg: 143 | Bandar
• YU | 260.9k | 3.81bio | Avg: 146 | Bandar","• CP | 641.7k | 9.05bio | Avg: 141 | Mix
• XL | 624.3k | 8.87bio | Avg: 142 | Retail
• CC | 503.6k | 7.30bio | Avg: 145 | Mix
• AK | 428.5k | 6.26bio | Avg: 146 | Bandar
• IN | 301.0k | 4.21bio | Avg: 140 | Bandar",815402,"Buyer: Mix 69%, Seller: Mix 46%"
BNII,"• AZ | 18.0k | 354.60mio | Avg: 197 | Retail
• CC | 9.0k | 171.23mio | Avg: 190 | Mix
• ZP | 6.3k | 129.58mio | Avg: 207 | Bandar
• LS | 2.0k | 41.82mio | Avg: 204 | Retail
• CP | 732 | 15.08mio | Avg: 206 | Mix","• YP | 8.3k | 162.37mio | Avg: 196 | Mix
• XL | 7.8k | 153.17mio | Avg: 196 | Retail
• XC | 7.1k | 143.96mio | Avg: 204 | Retail
• EP | 4.2k | 87.58mio | Avg: 207 | Mix
• PD | 3.7k | 73.31mio | Avg: 199 | Mix",4983,"Buyer: Retail 56%, Seller: Mix 52%"
BPII,"• YJ | 557 | 28.91mio | Avg: 519 | Retail
• XL | 393 | 24.09mio | Avg: 613 | Retail
• QA | 24 | 1.33mio | Avg: 555 | Bandar
• YB | 4 | 204.00k | Avg: 510 | Retail",• CC | 194 | 11.80mio | Avg: 608 | Mix,784,"Buyer: Retail 98%, Seller: Mix 100%"
BRNA,• YU | 166 | 11.49mio | Avg: 692 | Bandar,"• ES | 200 | 14.80mio | Avg: 740 | Mix
• CC | 10 | 725.00k | Avg: 725 | Mix",-44,"Buyer: Bandar 100%, Seller: Mix 100%"
BTEK,"• YB | 376.1k | 714.66mio | Avg: 19 | Retail
• MG | 325.8k | 651.56mio | Avg: 20 | Mix
• YJ | 105.1k | 199.66mio | Avg: 19 | Retail
• GR | 71.3k | 135.53mio | Avg: 19 | Bandar
• PD | 27.5k | 55.01mio | Avg: 20 | Mix","• XL | 168.2k | 319.59mio | Avg: 19 | Retail
• YP | 162.1k | 307.93mio | Avg: 19 | Mix
• PI | 150.0k | 285.00mio | Avg: 19 | Retail
• CC | 88.4k | 176.83mio | Avg: 20 | Mix
• XC | 84.3k | 168.70mio | Avg: 20 | Retail",252799,"Buyer: Retail 53%, Seller: Retail 62%"
BTPN,"• AZ | 500 | 100.80mio | Avg: 2.016 | Retail
• DH | 105 | 22.05mio | Avg: 2.100 | Bandar
• PG | 50 | 10.45mio | Avg: 2.090 | Mix
• PD | 22 | 4.50mio | Avg: 2.044 | Mix
• YB | 1 | 209.00k | Avg: 2.090 | Retail","• RG | 499 | 100.25mio | Avg: 2.009 | Bandar
• CC | 134 | 28.77mio | Avg: 2.147 | Mix
• XL | 104 | 21.72mio | Avg: 2.088 | Retail
• YU | 6 | 1.33mio | Avg: 2.225 | Bandar",-65,"Buyer: Retail 74%, Seller: Bandar 68%"
BULL,"• AI | 258.5k | 11.37bio | Avg: 440 | Bandar
• KI | 249.7k | 10.26bio | Avg: 411 | Bandar
• BK | 217.3k | 9.28bio | Avg: 427 | Bandar
• CC | 181.6k | 7.97bio | Avg: 439 | Mix
• YP | 137.6k | 6.01bio | Avg: 437 | Mix","• MG | 515.6k | 22.89bio | Avg: 444 | Mix
• PD | 419.7k | 17.50bio | Avg: 417 | Mix
• IN | 319.8k | 13.24bio | Avg: 414 | Bandar
• TS | 166.3k | 7.50bio | Avg: 451 | Bandar
• XL | 99.1k | 4.27bio | Avg: 431 | Retail",-475807,"Buyer: Bandar 69%, Seller: Mix 62%"
BUVA,"• XL | 828.5k | 104.80bio | Avg: 1.265 | Retail
• AZ | 117.1k | 14.54bio | Avg: 1.241 | Retail
• CC | 95.0k | 11.95bio | Avg: 1.257 | Mix
• OD | 88.6k | 11.07bio | Avg: 1.249 | Bandar
• XC | 66.8k | 8.45bio | Avg: 1.265 | Retail","• PD | 289.2k | 35.89bio | Avg: 1.241 | Mix
• AI | 275.0k | 33.86bio | Avg: 1.231 | Bandar
• AK | 248.7k | 31.36bio | Avg: 1.261 | Bandar
• LG | 137.1k | 16.92bio | Avg: 1.234 | Bandar
• TP | 107.9k | 13.33bio | Avg: 1.236 | Bandar",138134,"Buyer: Retail 85%, Seller: Bandar 73%"
CANI,• CC | 1.5k | 45.29mio | Avg: 310 | Mix,• XC | 923 | 28.61mio | Avg: 310 | Retail,538,"Buyer: Mix 100%, Seller: Retail 100%"
CITA,"• SQ | 4.8k | 2.20bio | Avg: 4.560 | Bandar
• PD | 1.5k | 647.24mio | Avg: 4.403 | Mix
• XL | 966 | 444.75mio | Avg: 4.604 | Retail
• NI | 533 | 247.05mio | Avg: 4.635 | Bandar
• ZP | 513 | 221.82mio | Avg: 4.324 | Bandar","• CC | 2.5k | 1.13bio | Avg: 4.507 | Mix
• YP | 1.5k | 689.45mio | Avg: 4.518 | Mix
• IF | 1.4k | 656.13mio | Avg: 4.598 | Mix
• DH | 951 | 443.17mio | Avg: 4.660 | Bandar
• KK | 756 | 334.83mio | Avg: 4.429 | Bandar",1124,"Buyer: Bandar 71%, Seller: Mix 76%"
CLPI,"• CC | 1.6k | 230.07mio | Avg: 1.472 | Mix
• GR | 501 | 71.64mio | Avg: 1.430 | Bandar
• YB | 242 | 36.35mio | Avg: 1.502 | Retail
• YP | 120 | 18.04mio | Avg: 1.503 | Mix
• DH | 68 | 10.01mio | Avg: 1.472 | Bandar","• XL | 2.3k | 332.54mio | Avg: 1.476 | Retail
• OD | 466 | 67.38mio | Avg: 1.446 | Bandar
• ZP | 48 | 6.91mio | Avg: 1.440 | Bandar
• PC | 10 | 1.53mio | Avg: 1.530 | Bandar",-283,"Buyer: Mix 67%, Seller: Retail 81%"
CPRO,"• AK | 591.5k | 3.67bio | Avg: 62 | Bandar
• BK | 373.7k | 2.24bio | Avg: 60 | Bandar
• YP | 122.1k | 757.16mio | Avg: 62 | Mix
• LG | 91.0k | 555.23mio | Avg: 61 | Bandar
• CC | 88.2k | 546.60mio | Avg: 62 | Mix","• CP | 443.7k | 2.66bio | Avg: 60 | Mix
• XL | 429.0k | 2.62bio | Avg: 61 | Retail
• ZP | 232.3k | 1.49bio | Avg: 64 | Bandar
• YB | 216.6k | 1.36bio | Avg: 63 | Retail
• NI | 157.6k | 961.56mio | Avg: 61 | Bandar",-212712,"Buyer: Bandar 83%, Seller: Retail 44%"
CTBN,"• XL | 148 | 97.22mio | Avg: 6.569 | Retail
• PD | 34 | 20.77mio | Avg: 6.110 | Mix
• YP | 32 | 18.80mio | Avg: 5.875 | Mix
• OD | 28 | 18.73mio | Avg: 6.688 | Bandar","• CC | 100 | 67.21mio | Avg: 6.721 | Mix
• GR | 81 | 56.09mio | Avg: 6.925 | Bandar
• YU | 33 | 22.81mio | Avg: 6.912 | Bandar",28,"Buyer: Retail 61%, Seller: Bandar 53%"
DKFT,"• DR | 36.9k | 2.90bio | Avg: 788 | Retail
• BQ | 36.5k | 2.88bio | Avg: 788 | Bandar
• BK | 20.5k | 1.59bio | Avg: 779 | Bandar
• YP | 7.7k | 608.90mio | Avg: 787 | Mix
• AZ | 6.7k | 546.88mio | Avg: 816 | Retail","• ZP | 35.5k | 2.80bio | Avg: 789 | Bandar
• XL | 31.4k | 2.41bio | Avg: 769 | Retail
• CP | 25.2k | 1.98bio | Avg: 786 | Mix
• AK | 18.7k | 1.50bio | Avg: 803 | Bandar
• PD | 6.4k | 481.42mio | Avg: 756 | Mix",-8848,"Buyer: Bandar 53%, Seller: Bandar 46%"
DMAS,"• BK | 93.2k | 1.23bio | Avg: 132 | Bandar
• AK | 73.4k | 969.29mio | Avg: 132 | Bandar
• CC | 41.9k | 548.81mio | Avg: 131 | Mix
• OD | 38.5k | 507.82mio | Avg: 132 | Bandar
• XL | 24.4k | 319.74mio | Avg: 131 | Retail","• PD | 90.0k | 1.18bio | Avg: 131 | Mix
• YB | 57.0k | 746.07mio | Avg: 131 | Retail
• DR | 55.5k | 733.23mio | Avg: 132 | Retail
• NI | 52.1k | 682.72mio | Avg: 131 | Bandar
• XC | 29.8k | 390.25mio | Avg: 131 | Retail",-12927,"Buyer: Bandar 76%, Seller: Retail 50%"
DSFI,"• CC | 37.8k | 355.40mio | Avg: 94 | Mix
• AK | 12.9k | 120.18mio | Avg: 93 | Bandar
• ZP | 10.6k | 98.76mio | Avg: 93 | Bandar
• ES | 6.8k | 62.30mio | Avg: 91 | Mix
• BK | 5.3k | 49.91mio | Avg: 95 | Bandar","• XL | 60.5k | 568.95mio | Avg: 94 | Retail
• PD | 9.7k | 90.94mio | Avg: 94 | Mix
• YB | 9.6k | 88.54mio | Avg: 92 | Retail
• KK | 7.3k | 68.32mio | Avg: 94 | Bandar
• XC | 4.6k | 42.78mio | Avg: 94 | Retail",-18195,"Buyer: Mix 61%, Seller: Retail 82%"
ESTI,"• CC | 10.9k | 159.97mio | Avg: 147 | Mix
• AK | 6.4k | 95.66mio | Avg: 149 | Bandar
• LG | 5.0k | 74.91mio | Avg: 151 | Bandar
• BK | 4.0k | 59.66mio | Avg: 150 | Bandar
• ZP | 3.9k | 59.55mio | Avg: 151 | Bandar","• XL | 10.7k | 159.55mio | Avg: 149 | Retail
• MG | 10.1k | 142.95mio | Avg: 142 | Mix
• GR | 5.0k | 72.00mio | Avg: 144 | Bandar
• NI | 2.4k | 36.89mio | Avg: 151 | Bandar
• XC | 2.0k | 29.43mio | Avg: 146 | Retail",-50,"Buyer: Bandar 64%, Seller: Retail 42%"
EXCL,"• AI | 563.3k | 183.06bio | Avg: 3.250 | Bandar
• SS | 145.3k | 47.31bio | Avg: 3.256 | Bandar
• DP | 142.7k | 46.66bio | Avg: 3.271 | Bandar
• XL | 77.1k | 25.37bio | Avg: 3.289 | Retail
• AZ | 72.3k | 23.84bio | Avg: 3.296 | Retail","• YU | 502.8k | 163.82bio | Avg: 3.258 | Bandar
• PD | 196.3k | 64.20bio | Avg: 3.270 | Mix
• BQ | 167.5k | 54.52bio | Avg: 3.254 | Bandar
• KZ | 120.1k | 39.41bio | Avg: 3.281 | Mix
• BB | 108.3k | 35.27bio | Avg: 3.257 | Mix",-94406,"Buyer: Bandar 85%, Seller: Bandar 61%"
HMSP,"• AK | 83.7k | 6.28bio | Avg: 750 | Bandar
• BQ | 63.2k | 4.87bio | Avg: 771 | Bandar
• SQ | 53.3k | 4.03bio | Avg: 756 | Bandar
• ZP | 38.0k | 2.80bio | Avg: 738 | Bandar
• GR | 23.5k | 1.81bio | Avg: 768 | Bandar","• YP | 138.1k | 10.43bio | Avg: 755 | Mix
• XL | 44.4k | 3.32bio | Avg: 748 | Retail
• CC | 24.6k | 1.89bio | Avg: 770 | Mix
• DP | 20.0k | 1.55bio | Avg: 776 | Bandar
• PD | 16.5k | 1.24bio | Avg: 747 | Mix",18092,"Buyer: Bandar 100%, Seller: Mix 74%"
